id,cuisine
3203,korean
32873,japanese
24806,cajun_creole
45942,southern_us
1324,jamaican
32526,mexican
48093,korean
48942,irish
8845,spanish
11546,spanish
44358,mexican
3209,chinese
10553,irish
44430,chinese
44712,jamaican
16351,cajun_creole
44644,mexican
31670,vietnamese
49147,jamaican
19750,chinese
48121,filipino
22722,chinese
9910,southern_us
14236,spanish
48341,filipino
23190,vietnamese
20362,british
44794,chinese
39419,chinese
13526,italian
42270,korean
37208,vietnamese
33824,southern_us
29953,russian
16387,korean
37672,jamaican
1868,italian
24984,jamaican
47128,mexican
44303,spanish
20318,chinese
7513,filipino
13261,greek
19259,cajun_creole
31103,vietnamese
24037,southern_us
29984,brazilian
28159,cajun_creole
5318,brazilian
23962,mexican
2084,spanish
41793,chinese
18960,korean
17025,jamaican
15510,southern_us
36832,japanese
20643,southern_us
4154,mexican
10510,greek
45117,filipino
43403,filipino
42471,chinese
6942,chinese
33309,moroccan
6689,southern_us
48687,vietnamese
9880,filipino
25590,filipino
21842,filipino
27151,greek
565,chinese
21740,cajun_creole
42399,jamaican
35928,french
47060,jamaican
43147,moroccan
16625,spanish
16769,filipino
12515,southern_us
14731,chinese
11658,spanish
49467,indian
19749,spanish
39723,southern_us
5722,filipino
31967,chinese
39857,italian
16534,chinese
27334,filipino
32215,jamaican
34903,chinese
24990,spanish
31307,southern_us
38874,chinese
24130,spanish
27816,chinese
939,filipino
38293,brazilian
7889,japanese
22114,jamaican
24614,japanese
48827,chinese
3387,southern_us
41676,jamaican
3152,mexican
38805,moroccan
27078,greek
34940,jamaican
16855,chinese
41891,vietnamese
36715,jamaican
49455,spanish
26522,vietnamese
28420,filipino
329,italian
18986,mexican
31705,filipino
7402,chinese
10212,jamaican
10640,korean
38014,vietnamese
5172,spanish
26986,vietnamese
5088,korean
24522,chinese
1900,thai
4801,chinese
27932,japanese
30941,mexican
42354,moroccan
48854,vietnamese
39058,spanish
34294,chinese
46593,jamaican
22582,chinese
36937,spanish
34596,indian
42570,spanish
10147,chinese
44796,cajun_creole
46819,spanish
30905,vietnamese
34980,chinese
49265,spanish
37563,chinese
25673,chinese
14267,irish
32410,spanish
26392,cajun_creole
27384,spanish
43045,cajun_creole
22576,southern_us
11597,british
22656,chinese
47811,filipino
7925,chinese
14860,vietnamese
27525,korean
7798,spanish
10848,irish
19062,jamaican
32224,spanish
11529,chinese
12155,cajun_creole
30628,cajun_creole
21909,korean
14291,mexican
3323,jamaican
6502,filipino
25833,southern_us
31108,jamaican
47484,spanish
27396,french
48147,japanese
10489,spanish
12014,italian
4904,mexican
36607,spanish
12756,mexican
32462,moroccan
42204,chinese
246,chinese
47061,japanese
15908,mexican
29572,irish
13458,mexican
14022,jamaican
40437,korean
48136,mexican
17687,spanish
48504,chinese
22857,mexican
11465,moroccan
42107,korean
12514,jamaican
46339,southern_us
8383,chinese
27362,vietnamese
38646,mexican
44084,korean
12946,mexican
11670,spanish
34916,southern_us
2944,moroccan
33063,mexican
26982,southern_us
2231,filipino
5118,jamaican
28258,vietnamese
44113,indian
47328,korean
33937,greek
40399,mexican
23562,korean
12787,spanish
13992,chinese
38992,italian
45269,thai
15211,moroccan
34602,jamaican
41779,jamaican
4179,spanish
37925,irish
46161,mexican
5512,jamaican
27845,french
12024,chinese
41072,chinese
17911,chinese
4237,vietnamese
40442,british
15522,mexican
6804,vietnamese
43807,vietnamese
21647,jamaican
22758,italian
32551,chinese
20470,southern_us
20842,chinese
43018,filipino
45493,filipino
42442,southern_us
14655,southern_us
32247,filipino
32302,jamaican
42075,filipino
19949,thai
23352,jamaican
48549,southern_us
15053,chinese
23490,moroccan
12080,korean
41992,thai
10618,chinese
2870,jamaican
49226,mexican
10052,filipino
39400,mexican
8410,southern_us
15752,mexican
18854,mexican
28448,mexican
27260,british
1083,chinese
21430,vietnamese
46343,filipino
12493,vietnamese
14251,chinese
37764,filipino
3912,mexican
28477,french
25100,southern_us
44515,mexican
36019,filipino
44471,irish
27855,jamaican
47538,southern_us
16954,chinese
5730,spanish
29892,chinese
25581,chinese
43708,british
49152,thai
40984,japanese
13050,irish
15031,vietnamese
42841,jamaican
16325,jamaican
1866,chinese
29547,brazilian
24281,mexican
49183,jamaican
41136,mexican
15790,jamaican
23832,japanese
4231,vietnamese
5306,spanish
40103,spanish
45908,moroccan
34333,mexican
19999,mexican
9304,korean
11613,mexican
30183,vietnamese
14480,japanese
26493,japanese
46415,chinese
23012,moroccan
2981,jamaican
31371,korean
8119,vietnamese
48376,japanese
42957,vietnamese
18688,mexican
38876,chinese
11197,chinese
48216,vietnamese
24611,mexican
16761,chinese
47345,spanish
16477,irish
31855,filipino
403,southern_us
48608,filipino
1985,jamaican
36249,southern_us
27201,vietnamese
22141,jamaican
34166,vietnamese
4721,cajun_creole
44230,irish
21409,cajun_creole
29986,vietnamese
15401,southern_us
32341,spanish
46266,greek
6633,moroccan
42713,filipino
9117,filipino
16266,chinese
36470,jamaican
16164,cajun_creole
34712,chinese
29117,southern_us
34991,indian
24906,filipino
36954,japanese
29979,italian
16710,irish
48056,mexican
24035,cajun_creole
32656,moroccan
45875,french
1735,korean
35986,cajun_creole
45005,jamaican
46636,filipino
31507,russian
31348,southern_us
28362,filipino
33305,moroccan
36747,jamaican
39897,mexican
27450,japanese
49579,korean
24426,moroccan
11507,moroccan
6093,japanese
49338,mexican
11560,spanish
49597,mexican
17865,greek
5995,southern_us
9707,mexican
6888,mexican
46148,korean
19940,mexican
34637,chinese
14214,moroccan
15805,british
34328,chinese
27174,jamaican
24919,spanish
33206,spanish
10745,chinese
41550,japanese
5008,british
10685,spanish
15287,vietnamese
25701,mexican
31525,spanish
27096,chinese
36113,japanese
48480,italian
1944,chinese
26314,irish
10478,filipino
15149,italian
5024,italian
1676,chinese
2869,spanish
20079,chinese
8053,chinese
6212,spanish
13557,cajun_creole
9735,korean
39956,spanish
21569,mexican
3269,spanish
4461,filipino
41598,filipino
44612,jamaican
20150,irish
7278,spanish
35809,indian
21612,chinese
20357,jamaican
23355,japanese
27727,vietnamese
34021,spanish
9970,thai
36438,british
12079,southern_us
22380,cajun_creole
28065,jamaican
49690,irish
48671,moroccan
18509,southern_us
8903,cajun_creole
23374,korean
22475,japanese
28418,mexican
42625,spanish
44840,spanish
42121,filipino
2243,moroccan
18032,japanese
19392,jamaican
25679,french
11223,mexican
35867,irish
33842,spanish
12676,chinese
38377,cajun_creole
344,chinese
11864,spanish
16895,chinese
3001,southern_us
19195,korean
3635,jamaican
23150,chinese
17502,russian
16405,spanish
34160,filipino
34495,southern_us
18377,spanish
18988,spanish
24880,chinese
48302,southern_us
33358,spanish
20732,filipino
22094,filipino
8638,korean
35556,chinese
27248,chinese
15746,italian
46404,chinese
23323,british
39018,chinese
23510,spanish
27710,filipino
30540,japanese
48945,jamaican
37197,vietnamese
27343,spanish
29349,jamaican
38383,filipino
46758,spanish
24859,chinese
18292,southern_us
32450,irish
35936,korean
36789,mexican
19804,jamaican
16604,vietnamese
585,filipino
29352,chinese
48392,spanish
44324,mexican
5012,chinese
19487,spanish
17263,moroccan
26127,mexican
39464,chinese
4870,korean
16171,moroccan
308,jamaican
19155,southern_us
18736,brazilian
43352,jamaican
24652,thai
44181,greek
36237,jamaican
30286,french
4019,jamaican
20111,jamaican
35543,spanish
25992,chinese
8275,thai
49613,korean
45149,spanish
38610,filipino
18111,filipino
35670,spanish
30349,japanese
12034,korean
20729,spanish
11458,vietnamese
16423,filipino
47404,japanese
43875,chinese
43513,mexican
21894,mexican
9350,cajun_creole
18519,southern_us
4651,mexican
14831,mexican
32530,thai
44131,moroccan
36724,chinese
20264,spanish
4994,moroccan
47875,british
1952,jamaican
6792,chinese
44853,spanish
13807,korean
14303,southern_us
27449,mexican
20389,moroccan
32028,irish
9758,chinese
15295,greek
14904,irish
9534,russian
46950,irish
15648,moroccan
44473,mexican
29833,spanish
3015,spanish
43675,chinese
3329,filipino
27359,cajun_creole
18163,mexican
45238,filipino
2146,irish
17194,british
15864,spanish
6084,italian
44220,mexican
1843,greek
4777,spanish
27182,cajun_creole
47648,italian
30068,filipino
36696,vietnamese
47909,spanish
19016,chinese
32683,vietnamese
224,spanish
2031,filipino
26715,korean
23886,mexican
28724,irish
46037,spanish
38683,chinese
19328,chinese
15324,irish
20480,mexican
43132,vietnamese
25028,filipino
15859,jamaican
13023,chinese
27838,southern_us
3661,filipino
35313,chinese
45668,southern_us
3070,british
20607,vietnamese
33560,southern_us
43354,spanish
19935,mexican
45795,filipino
42932,thai
42059,spanish
47601,spanish
31240,cajun_creole
5339,jamaican
8192,vietnamese
4831,korean
9134,cajun_creole
49500,chinese
45456,mexican
47506,mexican
43238,jamaican
43910,chinese
36829,korean
2771,spanish
14712,chinese
37718,filipino
5264,vietnamese
26273,southern_us
48641,cajun_creole
46990,moroccan
26575,mexican
43906,moroccan
30518,moroccan
45950,jamaican
15967,southern_us
25115,vietnamese
15112,southern_us
34860,chinese
32100,spanish
11239,korean
809,french
9212,spanish
34741,mexican
29409,mexican
39986,vietnamese
21487,spanish
36981,spanish
19115,moroccan
37110,mexican
36185,vietnamese
26244,japanese
18026,southern_us
36961,spanish
14384,mexican
6039,filipino
31871,moroccan
35841,vietnamese
16074,korean
39180,vietnamese
19331,japanese
8658,spanish
49574,greek
25237,vietnamese
6947,spanish
5309,spanish
35914,spanish
14715,chinese
47994,jamaican
11508,korean
41662,irish
39047,southern_us
22933,southern_us
5016,japanese
49449,spanish
39029,chinese
1721,indian
41864,spanish
17358,mexican
36847,mexican
34812,greek
5486,jamaican
2492,japanese
45624,spanish
7576,spanish
34773,greek
16904,chinese
4279,spanish
38068,chinese
7370,moroccan
23586,chinese
48790,cajun_creole
26717,spanish
32749,mexican
42536,korean
5372,chinese
37143,italian
37244,filipino
27674,vietnamese
778,filipino
14686,southern_us
9274,mexican
37769,southern_us
12871,chinese
38528,vietnamese
32968,cajun_creole
6275,spanish
4732,jamaican
9452,cajun_creole
29194,cajun_creole
16627,filipino
5127,chinese
26447,chinese
11489,southern_us
23884,irish
14545,chinese
19620,thai
9771,jamaican
21265,moroccan
38249,chinese
3483,southern_us
21262,vietnamese
14605,japanese
9448,vietnamese
15750,vietnamese
6413,filipino
17585,vietnamese
10057,moroccan
29462,jamaican
18943,spanish
22591,mexican
32048,mexican
32249,filipino
39578,chinese
21724,filipino
27119,mexican
25094,filipino
41200,jamaican
33033,irish
21389,filipino
49103,spanish
12519,cajun_creole
26913,cajun_creole
12460,spanish
3397,filipino
3502,chinese
42877,vietnamese
249,cajun_creole
46008,chinese
14185,mexican
20873,cajun_creole
11722,cajun_creole
24883,southern_us
3932,spanish
25728,chinese
16428,mexican
7887,irish
48364,japanese
47197,chinese
28640,vietnamese
16758,vietnamese
39135,filipino
33302,spanish
23677,chinese
25509,vietnamese
35746,korean
46195,spanish
19788,jamaican
18888,cajun_creole
21153,cajun_creole
44672,jamaican
48707,chinese
2232,filipino
36081,chinese
948,chinese
24512,moroccan
24382,italian
40648,filipino
48886,jamaican
21967,russian
40119,french
38221,moroccan
49494,japanese
17286,mexican
10421,cajun_creole
13088,russian
34348,cajun_creole
15405,chinese
15218,filipino
40233,korean
26098,chinese
17221,spanish
25198,french
22532,thai
41563,filipino
2554,jamaican
38170,mexican
29476,british
33384,greek
5770,korean
5628,chinese
44069,spanish
18530,irish
22369,cajun_creole
9498,korean
26476,spanish
29939,spanish
9336,cajun_creole
26377,spanish
18442,chinese
13470,greek
34689,chinese
11016,jamaican
28985,irish
25293,spanish
569,irish
29992,japanese
20363,french
6981,italian
30154,chinese
39960,russian
25975,southern_us
4029,chinese
49081,mexican
7493,chinese
10393,chinese
6915,mexican
42310,chinese
15612,greek
23160,spanish
37897,jamaican
44731,italian
3460,jamaican
29855,southern_us
31140,korean
4481,filipino
30882,jamaican
511,vietnamese
1120,spanish
42651,vietnamese
18209,jamaican
38368,korean
31783,thai
37589,irish
17752,japanese
37020,indian
19503,chinese
2718,spanish
28365,spanish
45843,chinese
4514,korean
4311,chinese
41356,southern_us
12022,jamaican
6846,thai
8983,indian
47589,spanish
14859,chinese
20035,chinese
732,korean
38568,filipino
10871,chinese
42540,filipino
48782,italian
17988,mexican
8147,korean
32029,irish
25598,filipino
8695,greek
11213,filipino
21053,vietnamese
29154,jamaican
33691,korean
32129,vietnamese
43787,chinese
40642,irish
39782,cajun_creole
38430,filipino
33438,greek
31602,jamaican
17581,spanish
25169,greek
35755,spanish
33544,spanish
34252,korean
30764,chinese
44946,cajun_creole
716,mexican
24668,spanish
24270,mexican
13165,vietnamese
33758,spanish
3090,korean
43987,jamaican
39021,thai
44460,filipino
29876,russian
17737,moroccan
36772,southern_us
18174,spanish
20924,british
39098,filipino
32571,mexican
26957,korean
11363,mexican
20736,thai
42639,jamaican
43350,cajun_creole
15451,chinese
45175,cajun_creole
5652,filipino
1569,vietnamese
39036,korean
13673,korean
1550,cajun_creole
38553,jamaican
38594,southern_us
3220,southern_us
24686,mexican
10863,cajun_creole
46683,cajun_creole
5113,moroccan
34967,greek
15420,spanish
9607,filipino
7190,cajun_creole
7482,irish
3928,southern_us
11288,filipino
1948,indian
6590,filipino
20275,vietnamese
14212,filipino
47990,filipino
36653,chinese
22436,chinese
34790,chinese
45752,southern_us
19159,japanese
14515,french
27510,irish
38699,spanish
34959,mexican
7206,moroccan
2316,vietnamese
18823,mexican
1909,chinese
48313,mexican
5844,jamaican
29975,vietnamese
41091,vietnamese
9532,chinese
46569,cajun_creole
10399,chinese
42934,irish
2688,vietnamese
27095,mexican
12476,spanish
23070,mexican
9837,russian
45829,vietnamese
31887,filipino
28518,italian
47168,spanish
45321,spanish
20662,french
9699,vietnamese
41018,chinese
705,spanish
42898,chinese
633,filipino
31443,mexican
18613,spanish
19060,jamaican
17845,southern_us
1534,chinese
41786,british
31656,mexican
17330,chinese
7048,italian
7938,chinese
46208,spanish
33759,spanish
5526,thai
26943,cajun_creole
20701,mexican
35701,chinese
36687,korean
21401,spanish
376,jamaican
6980,spanish
39402,russian
43095,japanese
18576,british
39720,moroccan
17526,filipino
27549,spanish
27123,southern_us
22979,jamaican
46113,jamaican
31557,spanish
20414,spanish
14487,japanese
24881,korean
17955,southern_us
39109,filipino
35576,korean
25876,filipino
24669,vietnamese
22261,korean
832,japanese
29742,chinese
21381,moroccan
34322,chinese
7224,korean
17978,british
9438,cajun_creole
9458,vietnamese
41045,chinese
34614,mexican
16651,southern_us
8230,chinese
39372,vietnamese
39357,spanish
44341,filipino
42052,irish
45208,vietnamese
28626,mexican
48345,japanese
37791,chinese
15227,korean
24053,korean
17716,moroccan
6087,chinese
28000,cajun_creole
4320,mexican
21783,filipino
16148,chinese
47562,spanish
31541,spanish
43574,filipino
45475,southern_us
16953,mexican
5239,filipino
4595,mexican
37279,chinese
33264,russian
30484,vietnamese
9200,southern_us
7457,korean
42413,chinese
18484,chinese
20985,southern_us
29503,chinese
45242,filipino
46953,brazilian
13948,mexican
1623,jamaican
33251,chinese
6148,filipino
30392,jamaican
144,korean
20602,irish
48085,moroccan
14896,mexican
47518,spanish
29161,cajun_creole
39363,mexican
694,vietnamese
3887,spanish
12671,greek
31117,italian
14714,korean
29993,korean
20639,korean
17665,spanish
3969,chinese
11014,mexican
19530,jamaican
17271,mexican
30457,jamaican
22989,moroccan
45756,chinese
20297,korean
10942,jamaican
35686,filipino
13032,french
7951,greek
20432,russian
17971,mexican
4128,southern_us
7589,spanish
18816,chinese
12650,korean
418,korean
36366,spanish
32991,spanish
6424,southern_us
8134,french
39280,jamaican
3091,chinese
23382,spanish
34090,cajun_creole
23320,moroccan
14962,chinese
42047,moroccan
44805,southern_us
36584,chinese
3016,vietnamese
6391,japanese
38188,mexican
1784,vietnamese
18300,chinese
3856,indian
41841,chinese
16837,spanish
23687,jamaican
38118,moroccan
27801,japanese
17096,japanese
20235,chinese
13288,jamaican
26749,russian
19084,mexican
35200,filipino
41073,spanish
28016,spanish
18431,filipino
22228,japanese
27456,spanish
325,chinese
6543,vietnamese
7062,spanish
49221,irish
44536,filipino
24865,cajun_creole
26543,korean
10096,filipino
38273,cajun_creole
6710,greek
49243,southern_us
19624,russian
24435,vietnamese
14883,spanish
22516,mexican
587,italian
40539,filipino
11208,chinese
18273,vietnamese
22762,chinese
13300,spanish
42245,filipino
14177,southern_us
4184,moroccan
14277,southern_us
41308,vietnamese
34438,spanish
9805,korean
38007,spanish
23919,filipino
13945,moroccan
32279,jamaican
17456,mexican
47941,mexican
32310,southern_us
44442,french
14163,chinese
27573,chinese
777,jamaican
44116,irish
13347,spanish
29348,japanese
14219,spanish
39983,spanish
33682,spanish
21443,chinese
47642,vietnamese
1759,chinese
1205,chinese
4794,cajun_creole
17408,japanese
34666,vietnamese
40237,british
13778,spanish
41289,vietnamese
3560,british
35830,mexican
11151,spanish
12789,vietnamese
21166,spanish
24716,korean
25586,mexican
11046,jamaican
31793,spanish
28746,french
7226,vietnamese
30991,chinese
47476,korean
30626,southern_us
49367,cajun_creole
35754,filipino
4247,jamaican
49423,italian
22295,irish
2749,filipino
685,cajun_creole
30988,mexican
46285,vietnamese
40492,filipino
22264,irish
15921,spanish
388,mexican
33121,korean
35685,cajun_creole
4416,chinese
17725,spanish
39525,italian
27034,jamaican
28470,filipino
38953,thai
20045,jamaican
12896,irish
39573,chinese
8838,mexican
15399,spanish
39439,mexican
26837,mexican
41220,chinese
35968,chinese
24335,filipino
10983,japanese
5516,russian
38894,moroccan
11887,mexican
31306,jamaican
38578,cajun_creole
3561,jamaican
45095,vietnamese
30969,french
14389,jamaican
29670,chinese
40995,jamaican
33629,filipino
10616,irish
30886,vietnamese
18995,chinese
31098,spanish
34607,spanish
48989,filipino
44542,japanese
47075,mexican
19228,spanish
2685,jamaican
11686,jamaican
9610,filipino
30405,spanish
43666,mexican
32892,mexican
44741,brazilian
6791,vietnamese
440,irish
22693,southern_us
24328,korean
13800,chinese
23873,korean
12767,southern_us
5929,mexican
20645,spanish
20999,vietnamese
29995,british
35223,italian
22414,mexican
23410,chinese
36558,korean
13704,chinese
41952,spanish
46915,japanese
47170,spanish
2295,spanish
46128,mexican
48349,filipino
1482,japanese
26589,jamaican
9418,irish
31356,spanish
16052,cajun_creole
43594,filipino
29099,mexican
23472,italian
34914,chinese
19404,korean
28299,chinese
12314,chinese
6047,spanish
37581,spanish
12750,mexican
17498,japanese
7694,mexican
14531,vietnamese
26628,spanish
8205,vietnamese
25101,filipino
29045,spanish
20917,chinese
8311,mexican
10213,japanese
15241,vietnamese
46132,chinese
15349,vietnamese
22580,greek
47335,vietnamese
17759,russian
27633,vietnamese
42313,filipino
47272,vietnamese
4553,vietnamese
15235,irish
34102,thai
21227,cajun_creole
9782,british
6913,italian
11944,japanese
19035,moroccan
9848,mexican
42745,mexican
40846,chinese
27618,vietnamese
41067,cajun_creole
13555,italian
18063,jamaican
16962,chinese
8415,jamaican
19041,chinese
38889,moroccan
32528,korean
21750,korean
11344,mexican
27945,chinese
37025,chinese
789,spanish
25084,japanese
6024,spanish
14741,british
20468,chinese
26963,filipino
1451,moroccan
27745,filipino
31347,japanese
46592,filipino
38107,moroccan
5987,jamaican
1808,jamaican
23783,irish
28618,italian
36764,korean
11326,cajun_creole
3020,korean
24326,spanish
34002,chinese
11499,british
9268,jamaican
49368,chinese
44720,mexican
13127,vietnamese
34494,spanish
48382,cajun_creole
18585,italian
40052,korean
46321,spanish
49561,filipino
9453,mexican
19555,japanese
17833,mexican
10196,jamaican
35996,chinese
22530,korean
44176,spanish
2669,irish
10896,chinese
7343,vietnamese
46255,spanish
27043,japanese
20998,chinese
12357,chinese
36339,filipino
45086,japanese
37690,southern_us
37829,mexican
3537,cajun_creole
5150,spanish
13,jamaican
44579,jamaican
8749,chinese
131,cajun_creole
44306,chinese
19202,spanish
21300,greek
27286,southern_us
18297,chinese
4388,chinese
22234,southern_us
7359,irish
39947,jamaican
6855,jamaican
46057,chinese
33950,vietnamese
36009,jamaican
23732,irish
21316,chinese
32806,southern_us
34343,spanish
11973,korean
2380,vietnamese
30667,jamaican
42364,irish
30258,spanish
34109,thai
5265,southern_us
123,vietnamese
12498,french
23713,cajun_creole
25176,chinese
28576,jamaican
32563,southern_us
38829,cajun_creole
3835,southern_us
1960,irish
43991,irish
45136,vietnamese
41554,filipino
10118,spanish
43827,mexican
32583,mexican
31949,chinese
23574,chinese
28211,vietnamese
21793,spanish
25914,korean
34735,spanish
26071,chinese
9476,mexican
29443,jamaican
16966,chinese
6457,filipino
25882,spanish
48390,filipino
28356,jamaican
15699,greek
2090,spanish
4686,spanish
27937,thai
25560,vietnamese
38937,russian
48670,filipino
2547,filipino
17442,jamaican
28669,filipino
4410,chinese
36917,chinese
46755,chinese
25321,jamaican
47019,jamaican
33077,spanish
11593,spanish
44295,chinese
46632,chinese
18503,chinese
29030,italian
32516,vietnamese
35128,jamaican
41715,chinese
49185,jamaican
35517,spanish
13909,southern_us
36886,jamaican
29304,mexican
29577,spanish
24570,cajun_creole
29466,chinese
10724,moroccan
30026,mexican
37133,chinese
29346,filipino
32871,vietnamese
46420,vietnamese
29083,chinese
4402,spanish
15877,spanish
33448,filipino
3541,chinese
27704,moroccan
28658,mexican
23793,chinese
11040,chinese
28419,vietnamese
37086,spanish
13965,cajun_creole
28674,filipino
5645,southern_us
20756,spanish
15548,spanish
14495,italian
11989,cajun_creole
47482,spanish
14101,mexican
1289,japanese
49473,spanish
39161,vietnamese
14452,spanish
31489,thai
15599,spanish
28440,southern_us
33624,spanish
24090,moroccan
16137,japanese
4819,italian
1377,jamaican
47636,irish
25907,korean
35894,cajun_creole
20315,irish
27199,jamaican
34055,irish
26938,mexican
5734,chinese
32241,chinese
2163,italian
20340,japanese
6278,cajun_creole
49404,jamaican
36731,mexican
29165,spanish
24932,jamaican
6591,spanish
14644,cajun_creole
43518,jamaican
28979,korean
45821,spanish
26627,jamaican
39139,mexican
3026,southern_us
13204,mexican
762,cajun_creole
28036,greek
46514,southern_us
34536,french
36484,cajun_creole
5676,chinese
13715,italian
43019,vietnamese
2471,mexican
34065,chinese
39362,mexican
4987,spanish
28414,chinese
8710,filipino
6610,cajun_creole
28847,spanish
10560,moroccan
32993,filipino
16912,spanish
35262,russian
46936,spanish
14553,spanish
17471,korean
22897,chinese
2789,spanish
3897,greek
22751,mexican
16566,korean
23033,italian
30500,vietnamese
13018,spanish
13077,spanish
9177,cajun_creole
16012,spanish
5293,moroccan
35451,jamaican
5591,cajun_creole
44443,mexican
36811,cajun_creole
7031,southern_us
11475,russian
5556,chinese
33728,southern_us
46703,jamaican
41776,chinese
4099,mexican
4251,mexican
29381,vietnamese
30300,korean
27494,vietnamese
48254,spanish
32789,spanish
44569,korean
44160,mexican
18762,spanish
23808,jamaican
11875,moroccan
35843,southern_us
4948,filipino
34713,thai
8352,spanish
28407,mexican
3506,southern_us
44338,chinese
38464,vietnamese
1139,mexican
12287,indian
27031,chinese
42153,chinese
42686,brazilian
44415,filipino
10072,spanish
8618,spanish
14153,mexican
23825,irish
21440,filipino
13366,spanish
24979,filipino
33437,spanish
4864,korean
33017,spanish
15122,chinese
42731,italian
8281,jamaican
2812,southern_us
30683,italian
24249,jamaican
12169,cajun_creole
28629,spanish
32774,moroccan
15181,irish
44314,vietnamese
37583,jamaican
28069,vietnamese
33503,southern_us
24015,spanish
39333,mexican
13414,french
4855,cajun_creole
6512,korean
21974,chinese
9062,southern_us
6243,filipino
10675,mexican
35788,spanish
37372,filipino
28810,chinese
23045,chinese
21296,jamaican
33484,chinese
30045,korean
17354,filipino
30061,vietnamese
41671,mexican
13160,korean
43260,chinese
43992,chinese
16117,mexican
30403,southern_us
37331,vietnamese
5456,jamaican
26893,jamaican
44470,irish
38130,spanish
9361,mexican
19320,chinese
3545,korean
25778,irish
34074,chinese
34216,chinese
38817,vietnamese
20749,moroccan
31535,korean
2052,southern_us
18186,japanese
49595,jamaican
47592,spanish
26011,russian
23403,moroccan
8005,japanese
19517,jamaican
10157,vietnamese
47071,british
22469,southern_us
26224,filipino
29482,italian
8227,chinese
12580,italian
26385,jamaican
49610,jamaican
6446,mexican
1766,vietnamese
19538,filipino
44811,irish
16844,mexican
28777,russian
28282,vietnamese
15025,brazilian
35345,thai
21527,korean
26997,filipino
40454,chinese
2828,spanish
18980,filipino
13604,spanish
9911,irish
49684,chinese
5056,mexican
2990,cajun_creole
32016,vietnamese
37476,cajun_creole
33761,mexican
20280,italian
19266,spanish
17492,mexican
29376,korean
39788,filipino
606,korean
28514,chinese
8497,korean
14688,chinese
6514,british
22222,mexican
40303,mexican
23173,chinese
26842,filipino
38197,mexican
6680,chinese
11165,filipino
10077,chinese
10703,vietnamese
32046,italian
40961,southern_us
35596,korean
1653,korean
3886,jamaican
14121,spanish
36351,vietnamese
32915,spanish
5386,filipino
40215,spanish
183,mexican
24641,mexican
47715,chinese
34390,spanish
712,korean
12535,vietnamese
49435,jamaican
30517,spanish
3489,british
1636,mexican
30044,mexican
24095,southern_us
22105,vietnamese
24627,japanese
38840,spanish
9246,jamaican
32088,mexican
38769,thai
5657,filipino
15325,filipino
28603,chinese
42188,cajun_creole
30446,french
1757,korean
32710,italian
2136,chinese
27690,spanish
35074,jamaican
48873,mexican
39277,jamaican
28708,irish
45762,mexican
37933,jamaican
4491,french
35597,southern_us
15163,southern_us
25745,southern_us
49614,chinese
41946,chinese
6372,chinese
39604,vietnamese
42983,japanese
19983,moroccan
21892,chinese
20647,chinese
47368,japanese
3557,french
41749,russian
31498,southern_us
19271,italian
15640,chinese
26181,spanish
22491,filipino
31939,korean
35961,filipino
9811,chinese
40599,chinese
40190,southern_us
16581,korean
22637,vietnamese
37123,spanish
36020,cajun_creole
2226,mexican
43012,mexican
13134,mexican
18749,jamaican
1692,jamaican
10138,cajun_creole
25235,southern_us
13955,filipino
42655,vietnamese
12415,mexican
7502,chinese
27394,jamaican
44210,japanese
5331,jamaican
25173,spanish
48988,southern_us
20735,moroccan
22048,filipino
27644,spanish
43242,chinese
28368,chinese
2429,cajun_creole
25477,mexican
30938,vietnamese
29877,spanish
30451,mexican
48987,mexican
17989,chinese
13439,chinese
33444,spanish
38794,cajun_creole
37227,irish
39679,italian
34234,filipino
38038,chinese
7274,spanish
18018,chinese
11450,spanish
48160,chinese
21288,mexican
34704,jamaican
46684,italian
7049,moroccan
9116,spanish
22485,vietnamese
6346,chinese
40269,irish
35850,vietnamese
1429,chinese
19739,jamaican
38972,chinese
39570,italian
43463,southern_us
21757,southern_us
36070,chinese
40550,filipino
22914,cajun_creole
15074,japanese
41576,mexican
46372,mexican
8751,mexican
47378,irish
21143,japanese
3818,korean
48486,vietnamese
23388,chinese
37216,cajun_creole
13142,vietnamese
828,cajun_creole
18468,chinese
25554,jamaican
9863,southern_us
12771,chinese
3066,russian
35442,spanish
25696,southern_us
38136,chinese
35825,irish
28933,southern_us
34629,chinese
22169,korean
7028,korean
37204,mexican
16980,southern_us
27356,mexican
11736,irish
1632,jamaican
1073,filipino
8236,jamaican
42866,japanese
30904,cajun_creole
35258,spanish
17290,southern_us
35929,spanish
46072,chinese
46763,spanish
47664,irish
45625,filipino
31177,jamaican
33941,thai
12272,jamaican
48146,korean
11812,cajun_creole
42795,thai
14372,irish
2964,vietnamese
9236,korean
18992,chinese
30902,spanish
30939,chinese
20108,chinese
6562,filipino
46412,filipino
8034,chinese
37521,southern_us
46651,southern_us
32493,chinese
3251,mexican
31825,spanish
2676,japanese
32140,mexican
5326,thai
38240,irish
45874,chinese
17253,chinese
25292,vietnamese
48666,jamaican
49278,mexican
47903,jamaican
42062,filipino
27885,spanish
21229,vietnamese
47629,vietnamese
16695,indian
5355,jamaican
45369,southern_us
25736,korean
29882,spanish
38900,mexican
1508,japanese
2526,chinese
16563,filipino
49060,jamaican
